Geracao;Iteracao_1;Iteracao_2;Iteracao_3;Iteracao_4;Iteracao_5;Iteracao_6;Iteracao_7;Iteracao_8;Iteracao_9;Iteracao_10;Iteracao_11;Iteracao_12;Iteracao_13;Iteracao_14;Iteracao_15;Iteracao_16;Iteracao_17;Iteracao_18;Iteracao_19;Iteracao_20;Iteracao_21;Iteracao_22;Iteracao_23;Iteracao_24;Iteracao_25;Iteracao_26;Iteracao_27;Iteracao_28;Iteracao_29;Iteracao_30
310;8763;9123;9406;8957;9252;9555;9432;8477;9574;8420;9212;8675;9370;8547;8597;8980;8656;9933;9403;7963;9046;10021;8353;9980;8697;9329;9221;8785;8765;8231
311;8748;9123;9406;8957;9252;9555;9432;8342;9457;8420;9212;8675;9230;8547;8597;8830;8656;9793;9403;7963;9046;9951;8353;9980;8697;9329;9221;8785;8765;8231
312;8748;9123;9406;8957;9252;9555;9432;8322;9457;8352;9212;8543;9230;8547;8597;8830;8656;9793;9268;7963;9046;9916;8353;9980;8697;9329;9221;8785;8765;8231
313;8748;9123;9406;8957;9252;9555;9432;8322;9457;8260;9212;8543;9230;8547;8597;8830;8656;9793;9268;7963;9046;9916;8353;9980;8697;9329;9221;8785;8765;8081
314;8748;9123;9406;8840;9252;9555;9432;8322;9457;8260;9212;8543;9220;8547;8597;8830;8656;9793;9268;7963;9046;9916;8353;9980;8697;9329;9221;8775;8765;8071
315;8748;9123;9406;8840;9122;9555;9432;8322;9457;8260;9212;8540;9220;8547;8597;8830;8656;9793;9268;7963;9046;9916;8353;9980;8697;9329;9221;8775;8765;8061
316;8748;8999;9406;8840;9122;9555;9432;8322;9457;8255;9212;8540;9220;8547;8597;8830;8656;9793;9268;7963;9046;9916;8203;9980;8697;9329;9221;8775;8765;8061
317;8748;8999;9406;8805;9102;9555;9432;8322;9437;8255;9212;8540;9220;8547;8597;8830;8656;9793;9268;7963;9046;9781;8203;9980;8697;9329;9221;8775;8765;8031
318;8748;8999;9406;8805;9102;9555;9432;8322;9437;8255;9197;8540;9220;8547;8597;8830;8506;9793;9253;7963;9046;9781;8203;9980;8392;9329;9221;8765;8765;8031
319;8748;8999;9406;8805;9102;9555;9432;8322;9287;8255;9062;8513;9220;8547;8597;8830;8506;9793;9253;7963;9046;9781;8203;9980;8392;9329;9221;8760;8765;8031
320;8748;8999;9406;8805;8942;9555;9432;8322;9287;8105;9062;8513;9220;8547;8597;8830;8506;9753;9253;7934;9046;9781;8203;9980;8392;9329;9221;8625;8765;8031
321;8748;8999;9406;8795;8942;9555;9432;8322;9287;8105;9047;8513;9070;8547;8597;8830;8506;9753;9253;7934;9031;9781;8203;9980;8392;9329;9221;8625;8765;8031
322;8598;8999;9406;8795;8942;9555;9432;8322;9287;8105;9042;8513;9070;8547;8597;8830;8506;9753;9253;7683;9031;9781;8203;9980;8392;9329;9221;8625;8765;8031
323;8598;8999;9406;8795;8942;9555;9282;8322;9287;8105;9042;8513;9070;8547;8488;8830;8506;9753;9253;7683;9031;9781;8203;9980;8392;9329;9221;8615;8765;8031
324;8598;8999;9396;8695;8942;9555;9282;8322;9287;8105;9042;8513;9070;8547;8488;8830;8206;9753;9128;7683;9031;9781;8203;9980;8392;9329;9221;8615;8765;7915
325;8598;8999;9396;8690;8942;9400;9282;8322;9287;8105;9042;8513;9070;8382;8488;8830;8056;9753;9128;7683;9031;9781;8203;9980;8392;9329;9221;8615;8683;7915
326;8598;8999;9396;8680;8942;9400;9282;8322;9182;8105;9042;8513;9070;8382;8482;8830;8056;9753;9128;7683;8866;9781;8203;9980;8392;9329;9221;8615;8683;7915
327;8598;8999;9396;8665;8942;9400;9282;8322;9182;8105;9042;8513;9070;8382;8482;8830;8056;9753;9128;7663;8866;9781;8203;9980;8392;9319;9221;8615;8683;7896
328;8598;8993;9396;8655;8942;9385;9282;8322;9182;8105;8892;8513;9070;8382;8338;8830;8056;9664;9108;7663;8751;9781;8203;9980;8392;9319;9221;8615;8648;7756
329;8598;8993;9256;8655;8942;9235;9282;8322;9182;8105;8892;8513;9070;8382;8338;8830;8056;9664;9108;7663;8751;9611;8203;9980;8392;9319;9221;8615;8553;7756
330;8598;8993;9256;8655;8942;9235;9282;8322;9182;8105;8892;8513;9070;8382;8338;8830;8056;9664;9108;7663;8751;9611;8203;9980;8392;9229;9196;8615;8553;7756
331;8598;8843;9256;8655;8942;9235;9282;8322;9182;8105;8892;8513;9070;8382;8338;8830;8056;9664;9108;7538;8751;9611;8203;9980;8392;9229;9196;8615;8553;7756
332;8598;8831;9246;8655;8942;9235;9282;8322;9182;8105;8892;8513;9070;8382;8338;8830;8056;9664;9103;7518;8751;9611;8203;9980;8392;9229;9196;8615;8553;7674
333;8598;8831;9246;8655;8942;9235;9282;8322;9182;8105;8892;8513;9070;8382;8338;8830;8056;9664;9103;7518;8751;9601;8203;9980;8392;9229;9071;8615;8513;7634
334;8598;8831;9246;8655;8942;9235;9132;8322;9182;8105;8877;8513;9070;8382;8338;8830;7906;9664;9103;7518;8751;9601;8203;9980;8392;9229;9071;8465;8513;7634
335;8598;8831;9246;8655;8942;9235;9132;8307;9182;8105;8877;8513;9070;8382;8338;8830;7906;9664;9103;7518;8751;9601;8203;9980;8392;9229;9071;8465;8513;7616
336;8598;8683;9246;8655;8942;9235;9132;8307;9182;8105;8877;8513;8990;8382;8322;8830;7906;9664;9103;7518;8751;9601;8203;9980;8392;9229;9071;8465;8513;7616
337;8598;8683;9246;8655;8942;9235;9132;8307;9182;7955;8877;8513;8990;8317;8322;8830;7906;9664;9103;7518;8751;9601;8203;9980;8392;9229;9071;8465;8513;7616
338;8598;8683;9246;8655;8942;9235;9132;8282;9182;7955;8877;8513;8990;8317;8322;8830;7906;9664;9103;7518;8681;9586;8203;9980;8392;9179;9071;8465;8513;7616
339;8598;8683;9246;8655;8942;9235;9132;8282;9182;7955;8877;8513;8990;8232;8322;8830;7756;9664;9103;7518;8451;9586;8203;9980;8392;9179;9061;8465;8513;7616
340;8598;8683;9246;8655;8942;9235;9132;8109;9182;7955;8877;8513;8990;8232;8322;8830;7756;9664;9103;7518;8451;9586;8203;9980;8392;9179;9061;8330;8419;7616
341;8598;8538;9246;8655;8942;9235;9132;8109;9179;7955;8712;8513;8990;8082;8322;8813;7756;9664;9103;7518;8451;9586;8203;9830;8392;9179;9061;8330;8419;7616
342;8598;8533;9246;8655;8942;9235;9132;8109;9179;7955;8712;8513;8990;8082;8322;8663;7756;9664;9103;7518;8451;9586;8203;9830;8392;9049;9061;8330;8419;7616
343;8598;8533;9246;8655;8942;9235;9092;8109;9179;7955;8712;8513;8990;8082;8322;8663;7756;9664;8958;7518;8451;9586;8203;9830;8392;9049;9061;8330;8385;7616
344;8598;8533;9246;8530;8942;9235;9092;8109;9142;7955;8712;8513;8975;8082;8322;8663;7756;9664;8958;7518;8451;9586;8203;9830;8392;9049;9061;8330;8383;7616
345;8598;8533;9246;8530;8942;9235;9092;8109;9142;7955;8712;8513;8975;8082;8322;8663;7756;9664;8943;7518;8436;9586;8203;9830;8392;9049;9061;8330;8383;7616
346;8598;8533;9246;8530;8942;9235;9087;8109;9037;7955;8712;8513;8975;8082;8322;8663;7756;9539;8943;7518;8436;9586;8203;9830;8392;9049;9061;8330;8363;7601
347;8598;8533;9090;8530;8942;9235;9087;8109;9023;7955;8712;8483;8975;8082;8322;8663;7756;9539;8943;7518;8436;9586;8203;9830;8392;9049;9061;8330;8340;7601
348;8598;8533;9090;8530;8942;9230;9087;8109;9017;7955;8712;8483;8975;8082;8322;8663;7756;9539;8943;7518;8436;9586;8203;9740;8392;9049;9061;8330;8340;7601
349;8448;8533;9090;8530;8942;9085;9087;8109;9017;7955;8697;8483;8975;8082;8322;8663;7751;9539;8943;7518;8436;9586;8203;9740;8392;9049;9061;8330;8340;7601
350;8448;8513;9090;8530;8942;9085;9087;8109;9017;7955;8697;8483;8975;8082;8322;8663;7751;9539;8943;7518;8436;9586;8203;9740;8392;9049;9061;8330;8340;7601
351;8448;8513;9090;8530;8942;9085;9087;8109;9017;7955;8697;8483;8975;8082;8322;8645;7751;9539;8943;7518;8436;9586;8203;9740;8392;9049;9061;8330;8325;7451
352;8448;8393;8940;8530;8942;9085;9087;8109;9017;7955;8697;8483;8975;8082;8322;8645;7751;9539;8943;7518;8436;9586;8203;9595;8392;9049;9061;8175;8325;7451
353;8448;8393;8940;8380;8942;9085;9087;8109;9017;7955;8697;8483;8975;8082;8322;8645;7751;9539;8943;7518;8436;9586;8203;9590;8392;9049;9061;8175;8325;7451
354;8448;8393;8940;8380;8942;9085;8937;8109;9017;7955;8697;8468;8975;8082;8322;8518;7739;9539;8943;7518;8436;9586;8193;9590;8392;9049;9061;8175;8325;7451
355;8448;8393;8815;8380;8942;9085;8937;8082;9017;7955;8565;8468;8975;8082;8322;8518;7739;9539;8943;7518;8436;9586;8193;9590;8392;9049;9061;8175;8190;7451
356;8448;8393;8815;8380;8942;8935;8937;8067;9017;7955;8565;8468;8975;8082;8322;8518;7739;9539;8943;7518;8436;9586;8043;9590;8392;9049;9061;8175;8190;7441
357;8448;8373;8815;8380;8942;8935;8937;8067;9017;7955;8565;8463;8975;8082;8322;8518;7731;9514;8943;7518;8436;9586;8043;9590;8377;9049;9061;8175;8190;7441
358;8448;8373;8815;8380;8942;8935;8937;8067;9017;7955;8557;8463;8975;8082;8322;8518;7731;9514;8943;7373;8436;9586;8043;9590;8377;9049;9061;8175;8190;7441
359;8303;8373;8815;8380;8942;8935;8937;7959;9017;7955;8547;8463;8975;8082;8322;8518;7731;9514;8943;7373;8436;9586;8043;9590;8377;9049;9061;8175;8190;7441
360;8303;8373;8815;8380;8792;8935;8937;7959;9017;7955;8547;8463;8975;8082;8322;8518;7731;9514;8943;7373;8436;9586;8043;9560;8377;9049;9061;8175;8190;7441
361;8148;8373;8797;8380;8792;8935;8917;7917;9017;7955;8547;8463;8975;8082;8322;8518;7731;9514;8943;7368;8436;9586;8043;9440;8377;9049;9061;8175;8190;7441
362;8148;8373;8795;8380;8792;8935;8917;7887;9017;7955;8547;8348;8975;8082;8322;8518;7731;9514;8943;7368;8436;9436;8043;9440;8377;9049;9061;8175;8190;7441
363;7998;8373;8795;8380;8792;8935;8917;7887;9017;7955;8547;8313;8975;8082;8322;8493;7731;9374;8943;7368;8436;9436;7878;9440;8377;9049;9061;8175;8055;7441
364;7998;8223;8795;8380;8792;8935;8917;7887;9017;7955;8397;8313;8975;8082;8180;8493;7731;9374;8943;7368;8436;9416;7878;9440;8377;9049;9061;8175;8055;7441
365;7998;8223;8795;8380;8792;8935;8917;7887;9017;7955;8397;8313;8975;8082;8180;8368;7731;9249;8943;7368;8436;9416;7878;9430;8377;9049;9061;8175;8055;7441
366;7848;8223;8795;8380;8792;8935;8917;7887;9017;7955;8397;8313;8975;8082;8180;8368;7731;9249;8943;7368;8436;9416;7878;9430;8377;9049;9061;8175;8055;7441
367;7838;8223;8795;8380;8792;8935;8772;7887;9017;7955;8397;8313;8975;8082;8180;8368;7731;9249;8943;7368;8436;9416;7878;9430;8377;9049;9061;8175;8055;7441
368;7838;8223;8795;8380;8792;8935;8772;7887;9017;7955;8397;8168;8975;8082;8180;8368;7731;9114;8943;7368;8436;9416;7878;9430;8377;9049;9061;8175;8055;7441
369;7838;8223;8795;8380;8792;8935;8772;7887;9017;7955;8397;8163;8975;8082;8180;8233;7731;9114;8943;7368;8436;9416;7878;9430;8377;9049;9061;8175;8055;7441
370;7838;8223;8795;8380;8792;8920;8772;7887;9017;7955;8387;8163;8975;8082;8180;8233;7731;9114;8943;7368;8436;9416;7878;9430;8377;9049;9061;8175;8055;7441
371;7838;8223;8795;8380;8792;8920;8772;7887;9017;7955;8387;8163;8975;7917;8180;8233;7731;9114;8943;7368;8436;9416;7878;9430;8377;8797;9061;8175;8055;7441
372;7838;8223;8795;8380;8792;8798;8767;7752;9017;7955;8387;8163;8975;7917;8180;8233;7731;9114;8943;7368;8436;9416;7878;9272;8377;8797;9061;8175;8055;7441
373;7838;8223;8795;8380;8792;8798;8767;7752;9017;7805;8258;7998;8975;7917;8180;8233;7731;9114;8943;7368;8416;9416;7878;9272;8377;8797;9061;8175;8055;7291
374;7838;8223;8795;8380;8792;8798;8767;7722;8882;7805;8242;7998;8975;7917;8180;8233;7731;9114;8943;7368;8416;9416;7878;9272;8237;8749;9061;8175;8055;7291
375;7838;8223;8795;8380;8792;8798;8767;7722;8882;7805;8242;7848;8975;7917;8180;8233;7731;9114;8943;7368;8416;9416;7878;9272;8237;8749;9061;8175;8055;7291
376;7838;8223;8795;8380;8792;8798;8767;7722;8882;7805;8232;7848;8975;7917;8180;8233;7731;9114;8943;7348;8416;9416;7878;9272;8227;8749;9061;8175;8055;7291
377;7838;8223;8795;8380;8792;8798;8767;7722;8882;7805;8232;7848;8975;7917;8050;8208;7731;9114;8793;7348;8416;9416;7878;9272;8227;8749;9061;8175;8055;7291
378;7838;8223;8795;8380;8792;8798;8767;7722;8882;7805;8232;7848;8855;7917;8050;8208;7731;9114;8793;7348;8416;9416;7878;9272;8227;8749;9061;8175;8055;7291
379;7838;8223;8795;8380;8792;8798;8767;7722;8882;7805;8230;7848;8825;7917;8050;8208;7731;9114;8793;7348;8416;9416;7878;9272;8227;8749;9061;8175;8055;7291
380;7733;8223;8795;8380;8792;8798;8767;7572;8882;7663;8222;7848;8825;7917;8030;8208;7731;9114;8793;7348;8416;9266;7878;9272;8227;8749;8939;8175;8055;7291
381;7733;8223;8690;8380;8792;8798;8767;7572;8732;7663;8222;7848;8825;7917;8030;8208;7731;8987;8793;7348;8416;9266;7878;9272;8227;8749;8939;8175;8055;7291
382;7733;8218;8645;8380;8792;8798;8767;7572;8732;7663;8222;7848;8825;7917;8030;8208;7731;8987;8793;7348;8416;9266;7878;9272;8227;8749;8939;8175;7905;7291
383;7733;8218;8645;8380;8792;8798;8767;7572;8732;7663;8222;7848;8825;7917;8030;8208;7731;8987;8793;7348;8416;9136;7878;9272;8227;8749;8939;8175;7905;7291
384;7733;8218;8290;8380;8792;8798;8767;7572;8732;7663;8220;7848;8825;7917;8030;8208;7581;8987;8793;7348;8416;9136;7878;9272;8092;8749;8939;8175;7905;7291
385;7688;8218;8290;8380;8792;8798;8767;7572;8732;7663;8220;7848;8825;7917;8030;8208;7581;8987;8793;7348;8416;9136;7878;9272;8092;8672;8939;8175;7905;7291
386;7688;8208;8290;8380;8792;8798;8767;7572;8722;7663;8220;7848;8825;7917;8030;8208;7581;8987;8793;7348;8416;9136;7878;9272;8092;8672;8939;8175;7905;7291
387;7688;8208;8290;8380;8792;8798;8767;7572;8722;7663;8220;7843;8825;7917;8030;8208;7581;8987;8793;7348;8416;9136;7878;9272;8092;8662;8939;8175;7905;7291
388;7688;8208;8250;8380;8792;8798;8767;7572;8722;7663;8220;7843;8825;7917;8030;8208;7581;8987;8793;7348;8416;9136;7878;9272;8092;8662;8939;8125;7905;7291
389;7688;8208;8250;8380;8792;8798;8767;7572;8670;7663;8220;7843;8825;7917;8030;8208;7581;8979;8793;7348;8416;8972;7878;9272;8092;8662;8939;8125;7905;7291
390;7688;8208;8250;8380;8792;8798;8767;7572;8670;7663;8220;7843;8825;7917;8030;8208;7581;8979;8793;7348;8416;8972;7878;9272;8092;8662;8939;8125;7905;7291
391;7688;8208;8250;8380;8792;8788;8767;7572;8572;7663;8220;7843;8825;7917;8030;8208;7581;8979;8793;7348;8416;8972;7878;9272;8092;8662;8939;8125;7905;7291
392;7688;8208;8250;8380;8792;8788;8767;7572;8572;7663;8220;7843;8825;7917;8030;8208;7581;8979;8793;7348;8416;8966;7878;9272;8092;8662;8939;8125;7905;7291
393;7688;8208;8250;8380;8792;8788;8767;7572;8572;7663;8220;7718;8825;7917;8030;8208;7581;8979;8793;7348;8416;8966;7878;9272;8092;8662;8939;8125;7905;7291
394;7688;8208;8250;8380;8792;8768;8767;7572;8572;7663;8220;7718;8825;7917;7930;8208;7581;8979;8708;7348;8416;8966;7878;9183;8092;8662;8939;8125;7905;7291
395;7688;8208;8110;8380;8792;8768;8767;7572;8572;7663;8220;7718;8825;7917;7880;8208;7581;8979;8708;7348;8416;8958;7858;9183;8092;8662;8939;8125;7905;7291
396;7688;8088;8110;8380;8792;8638;8767;7572;8572;7663;8220;7718;8825;7917;7880;8208;7581;8979;8643;7348;8416;8958;7858;9183;8092;8532;8939;8125;7905;7291
397;7688;8088;8110;8380;8792;8623;8767;7572;8572;7663;8220;7718;8825;7917;7880;8208;7581;8979;8643;7348;8416;8958;7858;9183;8092;8532;8939;8125;7905;7291
398;7688;8073;8110;8380;8792;8623;8767;7572;8572;7663;8220;7718;8825;7917;7880;8208;7566;8979;8643;7348;8416;8958;7858;9183;8092;8487;8939;8125;7905;7291
399;7688;8073;8110;8380;8792;8623;8767;7572;8572;7663;8220;7718;8825;7917;7880;8208;7566;8944;8643;7348;8416;8958;7858;9183;8092;8452;8939;8100;7905;7291
400;7538;8073;8110;8080;8792;8623;8767;7572;8572;7663;8220;7718;8825;7917;7880;8208;7484;8794;8628;7348;8416;8958;7858;9147;8092;8152;8939;8100;7905;7291
401;7538;8073;8110;8080;8685;8477;8767;7572;8572;7663;8098;7718;8825;7917;7880;8208;7484;8794;8628;7348;8416;8958;7858;9147;8092;8152;8939;8100;7905;7291
402;7538;8073;8110;8080;8685;8477;8767;7572;8572;7663;8098;7638;8825;7917;7880;8208;7484;8794;8628;7348;8416;8808;7858;9132;8092;8152;8939;7975;7800;7291
403;7538;8073;8110;8080;8685;8477;8767;7572;8542;7663;8098;7638;8825;7917;7880;8208;7484;8794;8556;7348;8416;8808;7858;9058;7812;8152;8939;7975;7755;7291
404;7538;8073;8110;8080;8685;8477;8767;7572;8542;7663;8070;7638;8825;7767;7880;8208;7401;8794;8523;7348;8416;8808;7853;9058;7812;8141;8939;7975;7515;7291
405;7538;8073;8110;8080;8565;8477;8767;7572;8542;7523;8070;7638;8825;7767;7880;8180;7401;8794;8523;7348;8416;8808;7853;9012;7512;8141;8939;7975;7515;7291
406;7538;8073;8110;8080;8565;8477;8767;7557;8542;7523;8045;7638;8825;7767;7855;8045;7401;8794;8518;7348;8416;8808;7603;9012;7512;8141;8939;7975;7515;7291
407;7538;8073;8110;8050;8565;8467;8767;7557;8542;7523;8045;7638;8825;7767;7855;8045;7401;8794;8518;7348;8416;8808;7603;9012;7512;8141;8939;7975;7515;7291
408;7538;8073;8110;8050;8565;8467;8767;7557;8542;7523;7910;7638;8825;7767;7855;8045;7401;8794;8518;7348;8416;8808;7603;8782;7512;7886;8939;7965;7515;7291
409;7538;8073;8110;8050;8565;8452;8462;7557;8402;7513;7910;7638;8825;7767;7855;8045;7256;8794;8518;7348;8416;8808;7603;8482;7492;7601;8939;7965;7515;7291
410;7538;8073;8110;8050;8565;8452;8462;7392;8402;7513;7910;7638;8805;7767;7855;8045;7256;8794;8518;7348;8101;8808;7603;8482;7492;7601;8929;7965;7470;7291
411;7538;8073;8110;8050;8565;8452;8462;7392;8402;7513;7910;7638;8805;7767;7715;8045;7256;8794;8518;7348;8101;8808;7603;8482;7492;7601;8929;7965;7470;7291
412;7238;7773;8110;8050;8565;8452;8462;7392;8402;7513;7910;7638;8805;7767;7715;8045;7256;8794;8518;7348;8101;8808;7603;8482;7492;7601;8929;7965;7470;7291
413;7238;7773;8110;8006;8565;8452;8462;7392;8402;7363;7910;7638;8805;7647;7715;8045;7256;8794;8518;7328;8101;8808;7603;8482;7492;7451;8929;7965;7170;7291
414;7238;7623;8110;8006;8270;8450;8462;7392;8252;7363;7910;7488;8805;7647;7705;8045;7256;8794;8518;7328;8101;8808;7603;8482;7492;7451;8929;7965;7170;7291
415;7238;7623;8110;8006;8270;8450;8462;7392;8252;7363;7910;7488;8805;7647;7705;8045;7176;8794;8518;7328;8101;8808;7603;8482;7492;7451;8929;7965;7170;7291
416;7238;7623;8110;8006;8270;8237;8212;7392;8252;7363;7910;7488;8805;7647;7705;8045;7176;8794;8518;7328;8101;8808;7603;8482;7492;7451;8929;7965;7170;7141
417;7238;7623;8110;7950;8270;8237;8212;7392;8252;7363;7910;7346;8805;7647;7705;7745;7176;8794;8518;7303;8101;8808;7453;8482;7492;7451;8929;7965;7170;7141
418;7238;7623;8110;7950;8270;8237;8212;7392;8252;7363;7910;7346;8805;7647;7705;7745;7176;8779;8518;7303;8101;8808;7453;8177;7492;7451;8929;7965;7170;7141
419;7238;7623;8110;7935;8270;8237;8212;7392;8252;7363;7910;7346;8805;7647;7705;7745;7176;8779;8518;7303;8101;8808;7453;8177;7492;7451;8929;7965;7170;7141
420;7238;7618;8110;7935;8270;8237;8212;7392;8252;7363;7910;7346;8505;7647;7570;7745;6776;8779;8518;7303;8101;8808;7453;8177;7492;7451;8794;7965;7170;7141
421;7238;7618;8110;7935;8270;8237;8212;7392;8252;7363;7910;7346;8505;7647;7570;7745;6776;8724;8518;7303;8091;8678;7453;8177;7492;7451;8794;7965;7170;7141
422;7238;7618;8095;7935;8255;8237;8185;7392;8227;7363;7910;7346;8505;7647;7570;7745;6776;8549;8518;7303;8091;8678;7453;8177;7492;7451;8794;7965;7170;7141
423;7238;7618;8095;7770;8230;8109;8185;7392;8122;7363;7910;7346;8505;7647;7570;7745;6476;8399;8518;7303;7796;8678;7453;8177;7222;7451;8794;7965;7170;7141
424;7238;7618;8095;7770;8105;8109;8185;7392;8122;7068;7910;7346;8505;7647;7570;7745;6476;8399;8518;7303;7796;8678;7453;8177;7222;7451;8794;7965;7170;7141
425;7238;7618;7986;7770;8105;8109;8105;7392;8122;7068;7910;7346;8505;7647;7570;7745;6476;8399;8518;7303;7796;8678;7453;8177;7207;7451;8794;7965;7090;7141
426;7238;7618;7986;7770;7960;7957;8105;7347;8122;7068;7910;7336;8505;7647;7570;7600;6476;8399;8518;7303;7781;8678;7453;8177;7207;7451;8794;7840;7090;7141
427;7238;7618;7686;7770;7960;7957;8105;7347;8107;7068;7910;7336;8505;7647;7570;7600;6466;8399;8518;7303;7781;8668;7453;8177;7207;7451;8794;7840;7090;7141
428;7238;7618;7686;7770;7960;7957;8105;7347;7902;7068;7900;7336;8475;7647;7570;7600;6466;8399;8518;7303;7781;8668;7453;8027;7202;7451;8794;7785;7090;7141
429;7238;7506;7510;7770;7960;7957;8105;7347;7902;7068;7900;7336;8475;7647;7570;7595;6466;8399;8518;7303;7631;8668;7453;8027;7202;7451;8624;7785;7075;7141
430;7238;7506;7510;7770;7960;7957;8077;7347;7902;7068;7900;7336;8343;7647;7570;7595;6466;8399;8518;7303;7631;8348;7453;8027;7202;7451;8624;7785;7075;7141
431;7223;7501;7510;7770;7960;7957;8077;7347;7902;7068;7900;7336;8343;7647;7570;7595;6466;8399;8518;7303;7481;8348;7453;8027;7202;7451;8614;7785;7075;7141
432;7223;7501;7510;7770;7960;7957;8077;7302;7902;7068;7750;7336;8343;7637;7570;7595;6466;8399;8218;7303;7481;8348;7453;8027;7202;7451;8614;7785;7075;7141
433;7223;7501;7510;7770;7960;7957;8077;7302;7902;7068;7750;7336;8343;7637;7570;7595;6451;8399;8218;7303;7481;8348;7453;8027;7202;7451;8614;7785;7075;7141
434;7223;7501;7510;7770;7960;7947;8077;7302;7902;7068;7742;7336;8343;7637;7570;7595;6451;8399;8218;7303;7456;8340;7453;8027;6902;7451;8614;7785;7075;7141
435;7223;7501;7510;7645;7960;7945;8077;7302;7902;7068;7742;7291;8343;7637;7570;7595;6451;8399;8218;7303;7456;8340;7453;8027;6902;7451;8614;7785;7075;7116
436;7223;7486;7510;7645;7960;7945;8077;7302;7752;7068;7660;7291;8343;7637;7570;7595;6451;8399;8218;7303;7456;8340;7453;8027;6902;7451;8609;7785;7075;7116
437;7223;7486;7510;7645;7960;7900;8077;7302;7652;7068;7660;7291;8343;7637;7570;7445;6451;8399;8218;7303;7456;8340;7453;8027;6902;7451;8459;7785;7075;7116
438;7088;7486;7510;7645;7960;7900;8077;7182;7517;7068;7510;7291;8343;7637;7570;7445;6451;8399;8218;7303;7456;8340;7453;8027;6902;7451;8459;7785;7075;7116
439;7088;7486;7510;7645;7960;7900;7912;7182;7517;7068;7510;7291;8343;7637;7570;7445;6451;8399;7933;7153;7456;8340;7453;8027;6887;7451;8459;7760;7075;7116
440;7088;7486;7510;7645;7848;7900;7912;7182;7517;7068;7510;7291;8043;7637;7570;7445;6451;8399;7663;7153;7456;8340;7453;8027;6887;6831;8459;7760;7075;7116
441;7063;7486;7510;7645;7848;7900;7912;7172;7517;6918;7510;7291;8043;7637;7570;7445;6451;8399;7663;7153;7456;8340;7453;8027;6887;6831;8459;7760;7075;7116
442;7063;7486;7510;7645;7848;7900;7912;7172;7517;6918;7510;7283;8043;7637;7570;7445;6451;8399;7663;7153;7456;8340;7453;8007;6887;6831;8459;7635;6925;7116
443;7063;7486;7510;7645;7848;7900;7912;7017;7517;6918;7510;7283;8043;7637;7545;7445;6451;8399;7663;7153;7456;8340;7453;8007;6887;6831;8459;7635;6925;7116
444;7063;7486;7510;7645;7848;7665;7912;7017;7517;6918;7510;7283;8043;7637;7425;7295;6451;8399;7663;7153;7456;8315;7453;8007;6887;6831;8459;7635;6925;7116
445;7063;7441;7510;7645;7848;7665;7912;7017;7517;6918;7510;7283;8043;7637;7425;7295;6451;8399;7663;7153;7456;8315;7453;8007;6887;6831;8459;7635;6925;7116
446;7063;7441;7505;7630;7838;7645;7912;7007;7517;6918;7510;7283;7743;7637;7425;7295;6451;8399;7663;7153;7446;8315;7453;7992;6887;6831;8459;7635;6925;7036
447;7063;7441;7505;7630;7838;7645;7912;7007;7217;6918;7510;7283;7743;7637;7425;7295;6151;8399;7663;7153;7446;8315;7453;7992;6587;6830;8459;7631;6925;7036
448;7063;7441;7505;7490;7838;7645;7912;7007;7217;6918;7510;7283;7743;7637;7425;7295;6151;8399;7663;7153;7446;8315;7453;7992;6587;6280;8459;7631;6925;7036
449;7063;7441;7355;7490;7838;7645;7912;7007;7217;6903;7510;7133;7743;7637;7405;7295;6151;8399;7663;7153;7446;8315;7453;7992;6587;6280;8459;7346;6925;7036
450;7063;7441;7355;7490;7838;7640;7912;7007;7067;6903;7510;7133;7743;7617;7405;7295;6151;8399;7513;7153;7446;8315;7453;7992;6587;6280;8459;7346;6925;7036
451;7063;7439;7355;7490;7838;7340;7912;7007;7067;6903;7510;7133;7743;7617;7405;7170;6136;8399;7513;7153;7446;8202;7453;7992;6587;6280;8459;7346;6925;6871
452;7063;7439;7355;7490;7838;7340;7912;7007;7067;6903;7510;7133;7593;7617;7270;7170;6136;8399;7513;7003;7446;8202;7453;7992;6587;6280;8334;7346;6925;6871
453;7063;7439;7355;7490;7679;7340;7912;7007;7067;6903;7510;7133;7593;7617;7120;7170;6136;8399;7513;7003;7341;8052;7453;7992;6587;6280;8324;7346;6925;6871
454;7063;7439;7355;7340;7679;7340;7912;7007;7067;6903;7510;7133;7593;7617;7120;7170;6136;8399;7513;7003;7341;8052;7453;7992;6587;6280;8324;7346;6925;6871
455;7063;7439;7355;7340;7679;7340;7807;7007;7067;6903;7510;7133;7593;7617;7120;7170;6136;8399;7513;7003;7341;8040;7453;7992;6587;6280;8324;7346;6925;6871
456;7063;7439;7355;7325;7679;7085;7807;7007;7067;6903;7510;7133;7593;7617;7120;7170;6136;8399;7513;7003;7341;8040;7453;7992;6587;6265;8174;7346;6925;6871
457;7063;7439;7355;7325;7679;7085;7601;7007;7067;6903;7510;7133;7593;7617;7120;7170;6136;8389;7513;7003;7206;8040;7453;7992;6422;6265;8174;7346;6925;6871
458;7063;7439;7355;7180;7679;7085;7601;7007;7067;6903;7510;7133;7583;7617;7120;7170;5986;8389;7513;7003;7206;8040;7313;7887;6422;6265;8174;7346;6925;6871
